short_name,club_name,nationality_name,position_group,age,overall,potential,international_reputation,pace,shooting,passing,dribbling,defending,physic,weak_foot,skill_moves,value_eur,display_label
A. Kari,Lorient,France,Midfielder,18,64,79,1,66.0,48.0,63.0,64.0,64.0,65.0,3,3,1400000.0,A. Kari (Lorient)
T. Corazza,Bologna,Italy,Defender,19,64,79,1,69.0,50.0,59.0,64.0,61.0,60.0,5,2,1300000.0,T. Corazza (Bologna)
S. Bonnah,Austria Klagenfurt,Netherlands,Defender,19,64,78,1,89.0,37.0,50.0,64.0,55.0,51.0,3,2,1300000.0,S. Bonnah (Austria Klagenfurt)
César Tárrega,Valencia,Spain,Defender,21,64,78,1,57.0,40.0,51.0,49.0,64.0,62.0,3,2,1400000.0,César Tárrega (Valencia)
F. Carboni,Monza,Argentina,Defender,20,64,78,1,64.0,40.0,55.0,57.0,60.0,65.0,2,2,1300000.0,F. Carboni (Monza)
Marc Casadó,FC Barcelona,Spain,Midfielder,19,64,78,1,60.0,54.0,61.0,66.0,61.0,53.0,4,3,1300000.0,Marc Casadó (FC Barcelona)
A. Maurer,Clermont,Morocco,Forward,18,64,78,1,59.0,58.0,63.0,68.0,38.0,44.0,2,3,1400000.0,A. Maurer (Clermont)
V. Atangana Edoa,Stade de Reims,France,Midfielder,17,64,78,1,56.0,51.0,60.0,60.0,63.0,55.0,3,2,1300000.0,V. Atangana Edoa (Stade de Reims)
F. Mayulu,Rapid Wien,France,Forward,20,64,78,1,76.0,65.0,46.0,66.0,23.0,62.0,3,2,1400000.0,F. Mayulu (Rapid Wien)
S. Lemkin,Shakhtar Donetsk,Israel,Defender,20,64,78,1,66.0,22.0,37.0,37.0,64.0,68.0,3,2,1300000.0,S. Lemkin (Shakhtar Donetsk)
E. Soglo,Olympique de Marseille,England,Defender,17,64,78,1,74.0,54.0,62.0,67.0,58.0,50.0,2,3,1300000.0,E. Soglo (Olympique de Marseille)
E. Barrenechea,Frosinone,Argentina,Midfielder,22,64,77,1,62.0,63.0,63.0,68.0,58.0,64.0,2,3,1400000.0,E. Barrenechea (Frosinone)
G. Kvernadze,Frosinone,Georgia,Forward,20,64,77,1,77.0,58.0,59.0,67.0,29.0,56.0,3,3,1400000.0,G. Kvernadze (Frosinone)
R. Hofer,Blau-Weiß Linz,Austria,Midfielder,20,64,77,1,55.0,59.0,67.0,64.0,59.0,68.0,3,3,1400000.0,R. Hofer (Blau-Weiß Linz)
A. Laâziri,Olympique Lyonnais,Morocco,Defender,19,64,77,1,74.0,48.0,59.0,66.0,58.0,54.0,3,3,1300000.0,A. Laâziri (Olympique Lyonnais)
M. Faye,FC Barcelona,Senegal,Defender,18,64,77,1,75.0,30.0,49.0,54.0,60.0,73.0,3,2,1300000.0,M. Faye (FC Barcelona)
M. Jaouab,Rennes,Morocco,Defender,21,64,77,1,57.0,29.0,42.0,51.0,64.0,65.0,3,2,1400000.0,M. Jaouab (Rennes)
S. Włodarczyk,Sturm Graz,Poland,Forward,20,64,76,1,71.0,66.0,45.0,62.0,22.0,63.0,3,2,1400000.0,S. Włodarczyk (Sturm Graz)
M. Sangare,Hartberg,Mali,Midfielder,21,64,76,1,81.0,62.0,62.0,70.0,45.0,59.0,3,3,1400000.0,M. Sangare (Hartberg)
N. Skyttä,Toulouse,Finland,Midfielder,21,64,76,1,65.0,53.0,65.0,70.0,45.0,48.0,2,3,1400000.0,N. Skyttä (Toulouse)
Herrando,Osasuna,Spain,Defender,22,64,76,1,55.0,29.0,43.0,44.0,65.0,60.0,3,2,1400000.0,Herrando (Osasuna)
Quintanilla,Mallorca,Spain,Midfielder,19,64,76,1,67.0,46.0,61.0,59.0,59.0,68.0,3,2,1400000.0,Quintanilla (Mallorca)
O. Zandén,Toulouse,Sweden,Defender,21,64,75,1,62.0,40.0,60.0,54.0,62.0,62.0,3,2,1300000.0,O. Zandén (Toulouse)
Owono,Deportivo Alavés,Equatorial Guinea,Goalkeeper,22,64,75,1,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1100000.0,Owono (Deportivo Alavés)
E. Omić,Wolfsberger AC,Austria,Midfielder,20,64,75,1,64.0,51.0,62.0,63.0,60.0,69.0,3,2,1200000.0,E. Omić (Wolfsberger AC)
F. Winther,FC Augsburg,Denmark,Defender,22,64,74,1,55.0,31.0,51.0,58.0,65.0,64.0,2,2,1200000.0,F. Winther (FC Augsburg)
K. Hein,Arsenal,Estonia,Goalkeeper,21,64,74,1,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1100000.0,K. Hein (Arsenal)
Julio Martínez,Granada,Spain,Forward,22,64,74,1,75.0,65.0,54.0,65.0,19.0,53.0,4,3,1300000.0,Julio Martínez (Granada)
L. Kronberger,WSG Tirol,Austria,Midfielder,21,64,74,1,69.0,58.0,59.0,62.0,35.0,66.0,2,2,1300000.0,L. Kronberger (WSG Tirol)
Toni Fuidias,Girona,Spain,Goalkeeper,22,64,74,1,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1100000.0,Toni Fuidias (Girona)
L. Gemello,Torino,Italy,Goalkeeper,22,64,74,1,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1100000.0,L. Gemello (Torino)
D. Seck,Torino,Senegal,Forward,22,64,74,1,76.0,63.0,55.0,73.0,30.0,57.0,3,3,1300000.0,D. Seck (Torino)
T. Berger,Austria Lustenau,Austria,Defender,21,64,74,1,70.0,45.0,57.0,60.0,59.0,71.0,2,2,1300000.0,T. Berger (Austria Lustenau)
I. Salah,Rennes,Morocco,Forward,21,64,74,1,68.0,61.0,53.0,70.0,30.0,67.0,4,3,1300000.0,I. Salah (Rennes)
D. Kaygin,Rapid Wien,Germany,Midfielder,19,64,74,1,71.0,64.0,64.0,64.0,42.0,57.0,3,3,1300000.0,D. Kaygin (Rapid Wien)
S. Tijani,Wolfsberger AC,Nigeria,Midfielder,21,64,73,1,70.0,42.0,60.0,64.0,62.0,64.0,3,2,1200000.0,S. Tijani (Wolfsberger AC)
Guillem Molina,Osasuna,Spain,Defender,23,64,73,1,64.0,31.0,49.0,48.0,66.0,63.0,3,2,1200000.0,Guillem Molina (Osasuna)
F. Strauss,Rheindorf Altach,Austria,Defender,22,64,73,1,70.0,40.0,55.0,60.0,60.0,76.0,4,2,1200000.0,F. Strauss (Rheindorf Altach)
U. Llanez Jr.,VfL Wolfsburg,United States,Forward,22,64,72,1,79.0,58.0,60.0,68.0,37.0,59.0,4,3,1300000.0,U. Llanez Jr. (VfL Wolfsburg)
C. Lang,Hartberg,Austria,Forward,21,64,72,1,73.0,63.0,60.0,66.0,33.0,61.0,3,2,1300000.0,C. Lang (Hartberg)
M. Ndiaye,Clermont,Senegal,Goalkeeper,21,64,72,1,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1100000.0,M. Ndiaye (Clermont)
Mario Gila,Lazio,Spain,Defender,22,64,72,1,66.0,38.0,53.0,61.0,64.0,64.0,3,2,1200000.0,Mario Gila (Lazio)
V. Brazhko,Dynamo Kyiv,Ukraine,Midfielder,21,64,72,1,61.0,31.0,54.0,54.0,59.0,66.0,3,2,1200000.0,V. Brazhko (Dynamo Kyiv)
L. Gütlbauer,Wolfsberger AC,Austria,Goalkeeper,22,64,71,1,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1000000.0,L. Gütlbauer (Wolfsberger AC)
J. Mina,Werder Bremen,Ecuador,Midfielder,21,64,71,1,62.0,64.0,60.0,62.0,41.0,43.0,3,3,1200000.0,J. Mina (Werder Bremen)
J. Naschberger,WSG Tirol,Austria,Midfielder,23,64,71,1,78.0,58.0,61.0,68.0,55.0,55.0,3,3,1200000.0,J. Naschberger (WSG Tirol)
B. Austin,Tottenham Hotspur,England,Goalkeeper,24,64,70,1,0.0,0.0,0.0,0.0,0.0,0.0,2,1,750000.0,B. Austin (Tottenham Hotspur)
Bruno Jordão,Wolverhampton Wanderers,Portugal,Midfielder,24,64,70,1,65.0,56.0,63.0,68.0,52.0,61.0,3,3,925000.0,Bruno Jordão (Wolverhampton Wanderers)
J. Anang,West Ham United,England,Goalkeeper,23,64,70,1,0.0,0.0,0.0,0.0,0.0,0.0,2,1,750000.0,J. Anang (West Ham United)
M. Listkowski,Lecce,Poland,Forward,25,64,69,1,77.0,59.0,59.0,69.0,48.0,64.0,3,3,875000.0,M. Listkowski (Lecce)
F. Dietz,FC Köln,Germany,Forward,24,64,69,1,73.0,62.0,43.0,57.0,25.0,71.0,3,2,900000.0,F. Dietz (FC Köln)
S. Karweina,Austria Klagenfurt,Germany,Midfielder,24,64,69,1,75.0,58.0,57.0,67.0,39.0,58.0,3,3,875000.0,S. Karweina (Austria Klagenfurt)
André Anderson,Lazio,Italy,Forward,23,64,69,1,70.0,59.0,60.0,67.0,25.0,49.0,3,3,900000.0,André Anderson (Lazio)
S. Straudi,Austria Klagenfurt,Italy,Midfielder,24,64,69,1,70.0,51.0,62.0,66.0,62.0,59.0,3,3,875000.0,S. Straudi (Austria Klagenfurt)
D. Stumberger,WSG Tirol,Croatia,Defender,24,64,69,1,65.0,37.0,49.0,50.0,65.0,67.0,3,2,800000.0,D. Stumberger (WSG Tirol)
S. Surdanović,Austria Lustenau,Serbia,Midfielder,24,64,69,1,70.0,64.0,55.0,64.0,47.0,70.0,3,2,875000.0,S. Surdanović (Austria Lustenau)
L. Lukacevic,Rheindorf Altach,Austria,Defender,24,64,68,1,67.0,46.0,60.0,61.0,60.0,63.0,3,2,775000.0,L. Lukacevic (Rheindorf Altach)
N. Geyrhofer,Sturm Graz,Austria,Defender,23,64,68,1,58.0,27.0,40.0,46.0,65.0,67.0,3,2,750000.0,N. Geyrhofer (Sturm Graz)
A. Helac,Austria Lustenau,Austria,Goalkeeper,25,64,68,1,0.0,0.0,0.0,0.0,0.0,0.0,2,1,650000.0,A. Helac (Austria Lustenau)
F. Gmeiner,Austria Lustenau,Austria,Defender,26,64,67,1,73.0,42.0,54.0,63.0,62.0,60.0,4,2,700000.0,F. Gmeiner (Austria Lustenau)
J. Arweiler,Austria Klagenfurt,Germany,Forward,26,64,67,1,55.0,64.0,51.0,60.0,27.0,65.0,3,2,775000.0,J. Arweiler (Austria Klagenfurt)
T. Schumacher,Austria Klagenfurt,Germany,Defender,25,64,67,1,70.0,47.0,55.0,63.0,60.0,53.0,3,2,725000.0,T. Schumacher (Austria Klagenfurt)
D. Topalov,Shakhtar Donetsk,Ukraine,Defender,25,64,67,1,67.0,50.0,57.0,66.0,59.0,46.0,2,3,725000.0,D. Topalov (Shakhtar Donetsk)
R. Matthews,Crystal Palace,England,Goalkeeper,29,64,66,1,0.0,0.0,0.0,0.0,0.0,0.0,3,1,475000.0,R. Matthews (Crystal Palace)
T. Schützenauer,Rheindorf Altach,Austria,Goalkeeper,26,64,66,1,0.0,0.0,0.0,0.0,0.0,0.0,4,1,550000.0,T. Schützenauer (Rheindorf Altach)
A. Rossi,Lazio,Italy,Forward,26,64,66,1,65.0,64.0,55.0,62.0,31.0,64.0,2,3,725000.0,A. Rossi (Lazio)
N. Iyobosa Edokpolor,Rheindorf Altach,Austria,Defender,26,64,66,1,80.0,49.0,54.0,65.0,63.0,70.0,3,2,650000.0,N. Iyobosa Edokpolor (Rheindorf Altach)
O. Okungbowa,WSG Tirol,Austria,Defender,29,64,65,1,67.0,46.0,56.0,55.0,60.0,76.0,3,2,550000.0,O. Okungbowa (WSG Tirol)
L. Gugganig,Rheindorf Altach,Austria,Defender,28,64,65,1,44.0,47.0,46.0,49.0,63.0,74.0,2,2,550000.0,L. Gugganig (Rheindorf Altach)
M. Brandner,Blau-Weiß Linz,Austria,Midfielder,28,64,65,1,68.0,46.0,56.0,61.0,60.0,67.0,4,2,575000.0,M. Brandner (Blau-Weiß Linz)
M. Knaller,Austria Klagenfurt,Austria,Goalkeeper,36,64,64,1,0.0,0.0,0.0,0.0,0.0,0.0,3,1,60000.0,M. Knaller (Austria Klagenfurt)
A. Lukse,Blau-Weiß Linz,Austria,Goalkeeper,35,64,64,1,0.0,0.0,0.0,0.0,0.0,0.0,3,1,60000.0,A. Lukse (Blau-Weiß Linz)
M. Gollner,Hartberg,Austria,Defender,32,64,64,1,51.0,24.0,42.0,52.0,65.0,73.0,3,2,375000.0,M. Gollner (Hartberg)
J. Zwischenbrugger,Rheindorf Altach,Austria,Defender,33,64,64,1,47.0,47.0,52.0,49.0,64.0,72.0,3,2,275000.0,J. Zwischenbrugger (Rheindorf Altach)
T. King,Wolverhampton Wanderers,Wales,Goalkeeper,28,64,64,1,0.0,0.0,0.0,0.0,0.0,0.0,3,1,425000.0,T. King (Wolverhampton Wanderers)
Ronivaldo,Blau-Weiß Linz,Brazil,Forward,34,64,64,1,72.0,69.0,50.0,65.0,21.0,60.0,3,3,275000.0,Ronivaldo (Blau-Weiß Linz)
Peter Abradanel,América Mineiro,Brazil,Goalkeeper,39,64,64,1,0.0,0.0,0.0,0.0,0.0,0.0,3,1,60000.0,Peter Abradanel (América Mineiro)
Marcelo Vildeia,Botafogo,Brazil,Forward,27,64,64,1,83.0,62.0,49.0,69.0,30.0,54.0,3,2,625000.0,Marcelo Vildeia (Botafogo)
Mateus Couteira,Goiás,Brazil,Defender,27,64,64,1,63.0,35.0,55.0,50.0,66.0,61.0,3,2,550000.0,Mateus Couteira (Goiás)
Flávio Triginho,América Mineiro,Brazil,Forward,27,64,64,1,74.0,63.0,41.0,73.0,30.0,54.0,3,3,625000.0,Flávio Triginho (América Mineiro)
Raphael Doninho,Botafogo,Brazil,Midfielder,23,64,64,1,68.0,58.0,63.0,69.0,40.0,51.0,3,3,675000.0,Raphael Doninho (Botafogo)
Nito Carbelho,Fluminense,Brazil,Forward,31,64,64,1,71.0,62.0,57.0,65.0,34.0,63.0,3,2,500000.0,Nito Carbelho (Fluminense)
J. Scherzer,Wolfsberger AC,Austria,Defender,27,64,64,1,65.0,42.0,58.0,62.0,62.0,66.0,3,2,575000.0,J. Scherzer (Wolfsberger AC)
T. Rotter,Hartberg,Austria,Defender,31,64,64,1,41.0,37.0,40.0,43.0,65.0,70.0,3,2,400000.0,T. Rotter (Hartberg)
L. Miley,Newcastle United,England,Midfielder,17,63,85,1,61.0,58.0,63.0,67.0,53.0,52.0,4,3,1500000.0,L. Miley (Newcastle United)
N. Collins,Eintracht Frankfurt,Germany,Defender,19,63,82,1,85.0,25.0,45.0,50.0,61.0,68.0,3,2,1200000.0,N. Collins (Eintracht Frankfurt)
A. Murphy,Newcastle United,Republic of Ireland,Defender,19,63,81,1,66.0,34.0,53.0,55.0,62.0,68.0,4,2,1200000.0,A. Murphy (Newcastle United)
A. Tsarenko,Dynamo Kyiv,Ukraine,Midfielder,19,63,81,1,69.0,49.0,60.0,66.0,35.0,48.0,3,3,1200000.0,A. Tsarenko (Dynamo Kyiv)
Álvaro,Real Madrid,Uruguay,Forward,18,63,81,1,68.0,60.0,59.0,61.0,22.0,56.0,3,3,1200000.0,Álvaro (Real Madrid)
Noel,Real Madrid,Spain,Forward,20,63,80,1,66.0,63.0,56.0,63.0,28.0,46.0,4,4,1300000.0,Noel (Real Madrid)
G. Ranos,Borussia Mönchengladbach,Armenia,Forward,19,63,80,1,64.0,65.0,53.0,65.0,27.0,56.0,3,2,1300000.0,G. Ranos (Borussia Mönchengladbach)
W. Bondo,Monza,France,Midfielder,19,63,79,1,77.0,55.0,58.0,72.0,58.0,64.0,2,3,1200000.0,W. Bondo (Monza)
P. Pagis,Lorient,France,Forward,20,63,79,1,60.0,65.0,47.0,62.0,21.0,55.0,3,2,1300000.0,P. Pagis (Lorient)
Y. Okou,Monaco,France,Defender,20,63,79,1,69.0,31.0,48.0,54.0,63.0,64.0,2,2,1200000.0,Y. Okou (Monaco)
Marvel,Real Madrid,Spain,Defender,20,63,79,1,69.0,32.0,46.0,52.0,60.0,68.0,3,2,1200000.0,Marvel (Real Madrid)
D. Castillo,Shakhtar Donetsk,Ecuador,Midfielder,19,63,79,1,62.0,34.0,57.0,50.0,60.0,69.0,3,2,1200000.0,D. Castillo (Shakhtar Donetsk)
Zarzana,Sevilla,Spain,Forward,21,63,78,1,67.0,55.0,65.0,62.0,22.0,45.0,5,3,1200000.0,Zarzana (Sevilla)
M. Diambou,Salzburg,Mali,Midfielder,20,63,78,1,74.0,52.0,58.0,66.0,59.0,61.0,3,3,1100000.0,M. Diambou (Salzburg)
E. Camara,Udinese,France,Midfielder,20,63,78,1,63.0,45.0,54.0,61.0,62.0,69.0,2,2,1100000.0,E. Camara (Udinese)
Pablo Marín,Real Sociedad,Spain,Midfielder,19,63,78,1,59.0,56.0,61.0,64.0,37.0,46.0,3,3,1100000.0,Pablo Marín (Real Sociedad)
G. Puerta,Bayer 04 Leverkusen,Colombia,Midfielder,19,63,78,1,65.0,56.0,59.0,60.0,58.0,60.0,3,2,1100000.0,G. Puerta (Bayer 04 Leverkusen)
R. Belahyane,Nice,France,Midfielder,19,63,78,1,59.0,43.0,56.0,65.0,66.0,40.0,3,2,1100000.0,R. Belahyane (Nice)
B. Chrisene,Aston Villa,England,Defender,19,63,77,1,67.0,50.0,58.0,63.0,56.0,59.0,3,3,1100000.0,B. Chrisene (Aston Villa)
Ricard Artero,Girona,Spain,Midfielder,20,63,77,1,65.0,60.0,60.0,65.0,56.0,58.0,3,3,1200000.0,Ricard Artero (Girona)
M. Polster,Austria Wien,Austria,Midfielder,20,63,76,1,87.0,62.0,52.0,64.0,34.0,58.0,2,3,1200000.0,M. Polster (Austria Wien)
N. Michelis,Osasuna,Greece,Defender,22,63,75,1,54.0,34.0,42.0,38.0,63.0,67.0,3,2,1100000.0,N. Michelis (Osasuna)
T. Kastanaras,VfB Stuttgart,Germany,Forward,20,63,75,1,63.0,64.0,51.0,59.0,22.0,58.0,3,2,1200000.0,T. Kastanaras (VfB Stuttgart)
A. Sorrentino,Monza,Italy,Goalkeeper,21,63,75,1,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1000000.0,A. Sorrentino (Monza)
I. Diakité,Stade de Reims,Guinea,Defender,19,63,75,1,70.0,42.0,51.0,62.0,60.0,65.0,3,2,1100000.0,I. Diakité (Stade de Reims)
C. Konaté,Clermont,Mali,Defender,19,63,75,1,59.0,29.0,49.0,60.0,67.0,52.0,2,2,1100000.0,C. Konaté (Clermont)
Adrián,Deportivo Alavés,Argentina,Goalkeeper,22,63,74,1,0.0,0.0,0.0,0.0,0.0,0.0,3,1,925000.0,Adrián (Deportivo Alavés)
Pablo Pérez,Atlético Madrid,Spain,Defender,21,63,74,1,67.0,35.0,55.0,59.0,59.0,59.0,3,2,1000000.0,Pablo Pérez (Atlético Madrid)
T. Boulhendi,Nice,Algeria,Goalkeeper,22,63,74,1,0.0,0.0,0.0,0.0,0.0,0.0,3,1,925000.0,T. Boulhendi (Nice)
L. Rieß,FSV Mainz 05,Germany,Goalkeeper,21,63,74,1,0.0,0.0,0.0,0.0,0.0,0.0,3,1,925000.0,L. Rieß (FSV Mainz 05)
M. Huskovic,Austria Wien,Austria,Forward,20,63,74,1,73.0,62.0,57.0,69.0,19.0,54.0,3,3,1100000.0,M. Huskovic (Austria Wien)
L. Dobbin,Everton,England,Midfielder,20,63,74,1,80.0,61.0,54.0,66.0,25.0,51.0,2,3,1100000.0,L. Dobbin (Everton)
Jon Magunazelaia,Real Sociedad,Spain,Forward,21,63,74,1,76.0,64.0,60.0,66.0,46.0,55.0,3,3,1100000.0,Jon Magunazelaia (Real Sociedad)
O. Ocheretko,Shakhtar Donetsk,Ukraine,Midfielder,20,63,74,1,65.0,58.0,61.0,64.0,35.0,60.0,3,3,1100000.0,O. Ocheretko (Shakhtar Donetsk)
B. Traoré,Toulouse,France,Forward,20,63,74,1,59.0,64.0,44.0,63.0,29.0,57.0,3,2,1100000.0,B. Traoré (Toulouse)
Ayesa,Real Sociedad,Spain,Goalkeeper,22,63,73,1,0.0,0.0,0.0,0.0,0.0,0.0,3,1,925000.0,Ayesa (Real Sociedad)
L. Mouyokolo,Lorient,France,Defender,22,63,73,1,57.0,34.0,39.0,46.0,61.0,78.0,2,2,1000000.0,L. Mouyokolo (Lorient)
M. Bastian,Strasbourg,France,Defender,22,63,73,1,72.0,34.0,50.0,61.0,59.0,60.0,2,2,1000000.0,M. Bastian (Strasbourg)
I. Baldé,Lens,France,Forward,20,63,73,1,67.0,61.0,54.0,64.0,20.0,47.0,3,3,1100000.0,I. Baldé (Lens)
Pablo Valencia,Osasuna,Spain,Goalkeeper,22,63,73,1,0.0,0.0,0.0,0.0,0.0,0.0,3,1,925000.0,Pablo Valencia (Osasuna)
Miki Bosch,Granada,Spain,Defender,22,63,73,1,60.0,24.0,43.0,41.0,64.0,61.0,3,2,1000000.0,Miki Bosch (Granada)
A. Taoui,LASK Linz,France,Midfielder,21,63,72,1,65.0,61.0,55.0,67.0,24.0,55.0,4,3,1100000.0,A. Taoui (LASK Linz)
Juanlu Sánchez,Sevilla,Spain,Defender,19,63,72,1,54.0,59.0,60.0,71.0,57.0,43.0,3,3,1000000.0,Juanlu Sánchez (Sevilla)
M. Oswald,Rapid Wien,Austria,Midfielder,21,63,72,1,66.0,52.0,59.0,66.0,59.0,62.0,3,2,1100000.0,M. Oswald (Rapid Wien)
T. Himeur,Toulouse,France,Goalkeeper,22,63,72,1,0.0,0.0,0.0,0.0,0.0,0.0,2,1,925000.0,T. Himeur (Toulouse)
A. Oyono,Frosinone,Gabon,Defender,22,63,72,1,71.0,34.0,52.0,54.0,60.0,61.0,3,2,1000000.0,A. Oyono (Frosinone)
Adri López,Granada,Spain,Goalkeeper,24,63,71,1,0.0,0.0,0.0,0.0,0.0,0.0,3,1,925000.0,Adri López (Granada)
L. Fadinger,Rheindorf Altach,Austria,Midfielder,22,63,71,1,68.0,59.0,62.0,70.0,48.0,50.0,3,3,1100000.0,L. Fadinger (Rheindorf Altach)
D. Youfeigane,Lorient,Central African Republic,Goalkeeper,23,63,71,1,0.0,0.0,0.0,0.0,0.0,0.0,2,1,925000.0,D. Youfeigane (Lorient)
C. Noß,Blau-Weiß Linz,Republic of Ireland,Midfielder,22,63,71,1,71.0,57.0,59.0,72.0,32.0,43.0,3,3,1100000.0,C. Noß (Blau-Weiß Linz)
O. Strunz,Rapid Wien,Austria,Midfielder,23,63,71,1,70.0,66.0,54.0,66.0,29.0,74.0,3,2,1100000.0,O. Strunz (Rapid Wien)
M. Peart-Harris,Brentford,England,Midfielder,20,63,71,1,63.0,61.0,63.0,63.0,52.0,68.0,3,2,1000000.0,M. Peart-Harris (Brentford)
Monjonell,Girona,Spain,Defender,21,63,71,1,54.0,33.0,49.0,53.0,63.0,64.0,3,2,1000000.0,Monjonell (Girona)
B. Ozegovic,WSG Tirol,Austria,Goalkeeper,23,63,70,1,0.0,0.0,0.0,0.0,0.0,0.0,3,1,825000.0,B. Ozegovic (WSG Tirol)
A. Whiteman,Tottenham Hotspur,England,Goalkeeper,24,63,70,1,0.0,0.0,0.0,0.0,0.0,0.0,2,1,825000.0,A. Whiteman (Tottenham Hotspur)
M. Cerofolini,Frosinone,Italy,Goalkeeper,24,63,70,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,825000.0,M. Cerofolini (Frosinone)
S. Soto,Austria Klagenfurt,United States,Forward,22,63,70,1,69.0,64.0,45.0,63.0,22.0,60.0,3,2,975000.0,S. Soto (Austria Klagenfurt)
K. Bukusu,Wolfsberger AC,Angola,Defender,22,63,70,1,63.0,27.0,39.0,47.0,62.0,74.0,3,2,900000.0,K. Bukusu (Wolfsberger AC)
K. Diawara,Le Havre,France,Forward,23,63,70,1,78.0,61.0,52.0,66.0,24.0,50.0,3,3,975000.0,K. Diawara (Le Havre)
V. Demaku,Sturm Graz,Austria,Midfielder,23,63,69,1,58.0,52.0,58.0,67.0,62.0,60.0,3,2,750000.0,V. Demaku (Sturm Graz)
T. Anselm,LASK Linz,Austria,Forward,23,63,69,1,76.0,62.0,59.0,63.0,41.0,59.0,3,3,775000.0,T. Anselm (LASK Linz)
M. Moormann,Rapid Wien,Austria,Defender,22,63,69,1,61.0,33.0,48.0,45.0,64.0,73.0,3,2,725000.0,M. Moormann (Rapid Wien)
F. Ehmann,Hartberg,Austria,Goalkeeper,24,63,68,1,0.0,0.0,0.0,0.0,0.0,0.0,3,1,575000.0,F. Ehmann (Hartberg)
M. Maranda,Blau-Weiß Linz,Austria,Defender,25,63,68,1,64.0,28.0,41.0,44.0,63.0,73.0,3,2,625000.0,M. Maranda (Blau-Weiß Linz)
Y. Letard,LASK Linz,France,Defender,24,63,68,1,65.0,29.0,42.0,48.0,63.0,63.0,4,2,650000.0,Y. Letard (LASK Linz)
K. John,Everton,England,Defender,22,63,68,1,60.0,43.0,56.0,64.0,61.0,57.0,2,2,700000.0,K. John (Everton)
K. Serber,Toulouse,France,Midfielder,24,63,68,1,66.0,55.0,60.0,63.0,56.0,61.0,3,2,725000.0,K. Serber (Toulouse)
S. Perisan,Empoli,Italy,Goalkeeper,25,63,67,1,0.0,0.0,0.0,0.0,0.0,0.0,3,1,525000.0,S. Perisan (Empoli)
A. Ranacher,WSG Tirol,Austria,Defender,24,63,67,1,78.0,54.0,56.0,67.0,54.0,63.0,3,3,650000.0,A. Ranacher (WSG Tirol)
M. Karamarko,Hartberg,Croatia,Defender,25,63,67,1,62.0,25.0,40.0,43.0,63.0,69.0,3,2,600000.0,M. Karamarko (Hartberg)
L. Tursch,Blau-Weiß Linz,Austria,Midfielder,27,63,66,1,58.0,56.0,55.0,58.0,62.0,71.0,3,2,550000.0,L. Tursch (Blau-Weiß Linz)
F. Gelli,Frosinone,Italy,Midfielder,26,63,65,1,67.0,59.0,60.0,65.0,47.0,54.0,3,2,600000.0,F. Gelli (Frosinone)
F. Strauss,Blau-Weiß Linz,Austria,Defender,28,63,64,1,36.0,28.0,40.0,33.0,63.0,77.0,3,2,450000.0,F. Strauss (Blau-Weiß Linz)
M. Kröpfl,Hartberg,Austria,Midfielder,33,63,63,1,63.0,62.0,62.0,63.0,42.0,58.0,3,3,300000.0,M. Kröpfl (Hartberg)
M. Maak,Austria Lustenau,Austria,Defender,31,63,63,1,36.0,32.0,48.0,45.0,62.0,76.0,3,2,325000.0,M. Maak (Austria Lustenau)
Fachendinho,Santos,Brazil,Forward,31,63,63,1,44.0,66.0,53.0,63.0,26.0,65.0,3,3,400000.0,Fachendinho (Santos)
Sander Asevedo,Goiás,Brazil,Goalkeeper,27,63,63,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,375000.0,Sander Asevedo (Goiás)
Adrián Rocheira,Botafogo,Brazil,Midfielder,27,63,63,1,54.0,31.0,53.0,43.0,70.0,56.0,3,2,450000.0,Adrián Rocheira (Botafogo)
P. Grabher,Austria Lustenau,Austria,Midfielder,29,63,63,1,61.0,52.0,56.0,64.0,61.0,62.0,3,2,475000.0,P. Grabher (Austria Lustenau)
B. Doak,Liverpool,Scotland,Forward,17,62,84,1,81.0,52.0,51.0,68.0,27.0,47.0,3,3,1200000.0,B. Doak (Liverpool)
K. Mainoo,Manchester United,England,Midfielder,18,62,84,1,74.0,55.0,58.0,68.0,59.0,67.0,2,3,1200000.0,K. Mainoo (Manchester United)
F. Chiarodia,Borussia Mönchengladbach,Italy,Defender,18,62,83,1,66.0,33.0,49.0,55.0,62.0,61.0,3,2,1200000.0,F. Chiarodia (Borussia Mönchengladbach)
S. Raebiger,Eintracht Frankfurt,Germany,Midfielder,18,62,82,1,68.0,52.0,65.0,66.0,55.0,46.0,3,3,1100000.0,S. Raebiger (Eintracht Frankfurt)
L. Ullrich,Borussia Mönchengladbach,Germany,Defender,19,62,82,1,67.0,43.0,54.0,61.0,56.0,61.0,2,2,1100000.0,L. Ullrich (Borussia Mönchengladbach)
